datestamp,centre_name,value
2021-04-02,Bradford BID,41218
2021-04-03,Bradford BID,32826
2021-04-04,Bradford BID,22805
2021-04-05,Bradford BID,40527
2021-04-06,Bradford BID,41122
2021-04-07,Bradford BID,45008
2021-04-08,Bradford BID,42507
2021-04-09,Bradford BID,42658
2021-04-10,Bradford BID,34011
2021-04-11,Bradford BID,22717
2021-04-12,Bradford BID,46065
2021-04-13,Bradford BID,45069
2021-04-14,Bradford BID,47436
2021-04-15,Bradford BID,44768
2021-04-16,Bradford BID,45492
2021-04-17,Bradford BID,35178
2021-04-18,Bradford BID,23440
2021-04-19,Bradford BID,46258
2021-04-20,Bradford BID,47319
2021-04-21,Bradford BID,48357
2021-04-22,Bradford BID,43527
2021-04-23,Bradford BID,44377
2021-04-24,Bradford BID,36741
2021-04-25,Bradford BID,22425
2021-04-26,Bradford BID,48695
2021-04-27,Bradford BID,47630
2021-04-28,Bradford BID,48198
2021-04-29,Bradford BID,43834
2021-04-30,Bradford BID,44322
2021-05-01,Bradford BID,37170
2021-05-02,Bradford BID,26396
2021-05-03,Bradford BID,46034
2021-05-04,Bradford BID,49025
2021-05-05,Bradford BID,49937
2021-05-06,Bradford BID,43960
2021-05-07,Bradford BID,44975
2021-05-08,Bradford BID,37432
2021-05-09,Bradford BID,27340
2021-05-10,Bradford BID,46699
2021-05-11,Bradford BID,51499
2021-05-12,Bradford BID,53366
2021-05-13,Bradford BID,45048
2021-05-14,Bradford BID,47514
2021-05-15,Bradford BID,39856
2021-05-16,Bradford BID,28003
2021-05-17,Bradford BID,49044
2021-05-18,Bradford BID,55665
2021-05-19,Bradford BID,53813
2021-05-20,Bradford BID,46809
2021-05-21,Bradford BID,50991
2021-05-22,Bradford BID,42259
2021-05-23,Bradford BID,30866
2021-05-24,Bradford BID,51113
2021-05-25,Bradford BID,58926
2021-05-26,Bradford BID,56316
2021-05-27,Bradford BID,48374
2021-05-28,Bradford BID,53638
2021-05-29,Bradford BID,45234
2021-05-30,Bradford BID,34215
2021-05-31,Bradford BID,47127
2021-06-01,Bradford BID,59275
2021-06-02,Bradford BID,55201
2021-06-03,Bradford BID,49510
2021-06-04,Bradford BID,52182
2021-06-05,Bradford BID,48807
2021-06-06,Bradford BID,38318
2021-06-07,Bradford BID,50560
2021-06-08,Bradford BID,59644
2021-06-09,Bradford BID,59780
2021-06-10,Bradford BID,51870
2021-06-11,Bradford BID,54299
2021-06-12,Bradford BID,51500
2021-06-13,Bradford BID,41950
2021-06-14,Bradford BID,49560
2021-06-15,Bradford BID,59866
2021-06-16,Bradford BID,60534
2021-06-17,Bradford BID,54105
2021-06-18,Bradford BID,56654
2021-06-19,Bradford BID,52913
2021-06-20,Bradford BID,39836
2021-06-21,Bradford BID,53252
2021-06-22,Bradford BID,60137
2021-06-23,Bradford BID,59811
2021-06-24,Bradford BID,53920
2021-06-25,Bradford BID,58772
2021-06-26,Bradford BID,54806
2021-06-27,Bradford BID,41832
2021-06-28,Bradford BID,53988
2021-06-29,Bradford BID,59701
2021-06-30,Bradford BID,60097
2021-07-01,Bradford BID,56499
2021-07-02,Bradford BID,59322
2021-07-03,Bradford BID,55244
2021-07-04,Bradford BID,43858
2021-07-05,Bradford BID,54822
2021-07-06,Bradford BID,58277
2021-07-07,Bradford BID,62317
2021-07-08,Bradford BID,59320
2021-07-09,Bradford BID,61458
2021-07-10,Bradford BID,57293
2021-07-11,Bradford BID,44203
2021-07-12,Bradford BID,55603
2021-07-13,Bradford BID,57597
2021-07-14,Bradford BID,61427
2021-07-15,Bradford BID,59060
2021-07-16,Bradford BID,61554
2021-07-17,Bradford BID,58100
2021-07-18,Bradford BID,44564
2021-07-19,Bradford BID,60116
2021-07-20,Bradford BID,57967
2021-07-21,Bradford BID,62266
2021-07-22,Bradford BID,58659
2021-07-23,Bradford BID,62465
2021-07-24,Bradford BID,59202
2021-07-25,Bradford BID,45125
2021-07-26,Bradford BID,59870
2021-07-27,Bradford BID,60440
2021-07-28,Bradford BID,60131
2021-07-29,Bradford BID,60049
2021-07-30,Bradford BID,65621
2021-07-31,Bradford BID,60063
2021-08-01,Bradford BID,46281
2021-08-02,Bradford BID,60338
2021-08-03,Bradford BID,61930
2021-08-04,Bradford BID,61813
2021-08-05,Bradford BID,60820
2021-08-06,Bradford BID,67687
2021-08-07,Bradford BID,61557
2021-08-08,Bradford BID,47111
2021-08-09,Bradford BID,61787
2021-08-10,Bradford BID,63090
2021-08-11,Bradford BID,63939
2021-08-12,Bradford BID,62335
2021-08-13,Bradford BID,67576
2021-08-14,Bradford BID,64832
2021-08-15,Bradford BID,47275
2021-08-16,Bradford BID,63421
2021-08-17,Bradford BID,64849
2021-08-18,Bradford BID,64372
2021-08-19,Bradford BID,61224
2021-08-20,Bradford BID,69666
2021-08-21,Bradford BID,66226
2021-08-22,Bradford BID,47666
2021-08-23,Bradford BID,63983
2021-08-24,Bradford BID,62625
2021-08-25,Bradford BID,62984
2021-08-26,Bradford BID,58889
2021-08-27,Bradford BID,68623
2021-08-28,Bradford BID,65405
2021-08-29,Bradford BID,49756
2021-08-30,Bradford BID,63285
2021-08-31,Bradford BID,64062
2021-09-01,Bradford BID,65055
2021-09-02,Bradford BID,58813
2021-09-03,Bradford BID,68691
2021-09-04,Bradford BID,64809
2021-09-05,Bradford BID,48881
2021-09-06,Bradford BID,62482
2021-09-07,Bradford BID,63727
2021-09-08,Bradford BID,65416
2021-09-09,Bradford BID,62136
2021-09-10,Bradford BID,71416
2021-09-11,Bradford BID,64085
2021-09-12,Bradford BID,49058
2021-09-13,Bradford BID,61205
2021-09-14,Bradford BID,59699
2021-09-15,Bradford BID,66899
2021-09-16,Bradford BID,62019
2021-09-17,Bradford BID,71281
2021-09-18,Bradford BID,64081
2021-09-19,Bradford BID,49127
2021-09-20,Bradford BID,63273
2021-09-21,Bradford BID,61524
2021-09-22,Bradford BID,66529
2021-09-23,Bradford BID,62110
2021-09-24,Bradford BID,71766
2021-09-25,Bradford BID,63792
2021-09-26,Bradford BID,49678
2021-09-27,Bradford BID,61595
2021-09-28,Bradford BID,61840
2021-09-29,Bradford BID,66313
2021-09-30,Bradford BID,63227
2021-10-01,Bradford BID,73257
2021-10-02,Bradford BID,62138
2021-10-03,Bradford BID,50334
2021-10-04,Bradford BID,61827
2021-10-05,Bradford BID,62308
2021-10-06,Bradford BID,66420
2021-10-07,Bradford BID,67007
2021-10-08,Bradford BID,73807
2021-10-09,Bradford BID,61626
2021-10-10,Bradford BID,50595
2021-10-11,Bradford BID,61964
2021-10-12,Bradford BID,65792
2021-10-13,Bradford BID,66065
2021-10-14,Bradford BID,68774
2021-10-15,Bradford BID,76248
2021-10-16,Bradford BID,62831
2021-10-17,Bradford BID,49731
2021-10-18,Bradford BID,64293
2021-10-19,Bradford BID,65588
2021-10-20,Bradford BID,66483
2021-10-21,Bradford BID,69983
2021-10-22,Bradford BID,77103
2021-10-23,Bradford BID,62069
2021-10-24,Bradford BID,50514
2021-10-25,Bradford BID,64974
2021-10-26,Bradford BID,65127
2021-10-27,Bradford BID,66488
2021-10-28,Bradford BID,66942
2021-10-29,Bradford BID,75875
2021-10-30,Bradford BID,62119
2021-10-31,Bradford BID,48251
2021-11-01,Bradford BID,64360
2021-11-02,Bradford BID,68502
2021-11-03,Bradford BID,66164
2021-11-04,Bradford BID,67330
2021-11-05,Bradford BID,73928
2021-11-06,Bradford BID,59961
2021-11-07,Bradford BID,45285
2021-11-08,Bradford BID,63238
2021-11-09,Bradford BID,69108
2021-11-10,Bradford BID,64016
2021-11-11,Bradford BID,68029
2021-11-12,Bradford BID,71641
2021-11-13,Bradford BID,61947
2021-11-14,Bradford BID,44227
2021-11-15,Bradford BID,65414
2021-11-16,Bradford BID,70239
2021-11-17,Bradford BID,66309
2021-11-18,Bradford BID,67578
2021-11-19,Bradford BID,72830
2021-11-20,Bradford BID,62098
2021-11-21,Bradford BID,42639
2021-11-22,Bradford BID,64168
2021-11-23,Bradford BID,71846
2021-11-24,Bradford BID,67081
2021-11-25,Bradford BID,67159
2021-11-26,Bradford BID,72726
2021-11-27,Bradford BID,62174
2021-11-28,Bradford BID,40882
2021-11-29,Bradford BID,61651
2021-11-30,Bradford BID,73755
2021-12-01,Bradford BID,66318
2021-12-02,Bradford BID,67625
2021-12-03,Bradford BID,71424
2021-12-04,Bradford BID,62661
2021-12-05,Bradford BID,39621
2021-12-06,Bradford BID,58302
2021-12-07,Bradford BID,71928
2021-12-08,Bradford BID,63258
2021-12-09,Bradford BID,66965
2021-12-10,Bradford BID,73013
2021-12-11,Bradford BID,66528
2021-12-12,Bradford BID,39863
2021-12-13,Bradford BID,58265
2021-12-14,Bradford BID,73115
2021-12-15,Bradford BID,66170
2021-12-16,Bradford BID,67334
2021-12-17,Bradford BID,72580
2021-12-18,Bradford BID,65873
2021-12-19,Bradford BID,42301
2021-12-20,Bradford BID,57023
2021-12-21,Bradford BID,70060
2021-12-22,Bradford BID,63141
2021-12-23,Bradford BID,67929
2021-12-24,Bradford BID,70430
2021-12-25,Bradford BID,62202
2021-12-26,Bradford BID,43319
2021-12-27,Bradford BID,54043
2021-12-28,Bradford BID,65834
2021-12-29,Bradford BID,63124
2021-12-30,Bradford BID,63535
2021-12-31,Bradford BID,69838
2022-01-01,Bradford BID,55822
2022-01-02,Bradford BID,45542
2022-01-03,Bradford BID,49302
2022-01-04,Bradford BID,65158
2022-01-05,Bradford BID,62275
2022-01-06,Bradford BID,63721
2022-01-07,Bradford BID,67665
2022-01-08,Bradford BID,54855
2022-01-09,Bradford BID,45400
2022-01-10,Bradford BID,49507
2022-01-11,Bradford BID,62586
2022-01-12,Bradford BID,62384
2022-01-13,Bradford BID,61877
2022-01-14,Bradford BID,66323
2022-01-15,Bradford BID,57593
2022-01-16,Bradford BID,46933
2022-01-17,Bradford BID,51198
2022-01-18,Bradford BID,60656
2022-01-19,Bradford BID,66038
2022-01-20,Bradford BID,61869
2022-01-21,Bradford BID,67406
2022-01-22,Bradford BID,57694
2022-01-23,Bradford BID,47257
2022-01-24,Bradford BID,54930
2022-01-25,Bradford BID,65501
2022-01-26,Bradford BID,67616
2022-01-27,Bradford BID,66411
2022-01-28,Bradford BID,65861
2022-01-29,Bradford BID,58170
2022-01-30,Bradford BID,50324
2022-01-31,Bradford BID,57942
2022-02-01,Bradford BID,69179
2022-02-02,Bradford BID,70565
2022-02-03,Bradford BID,69867
2022-02-04,Bradford BID,69380
2022-02-05,Bradford BID,60199
2022-02-06,Bradford BID,50342
2022-02-07,Bradford BID,63442
2022-02-08,Bradford BID,72687
2022-02-09,Bradford BID,75271
2022-02-10,Bradford BID,69966
2022-02-11,Bradford BID,74220
2022-02-12,Bradford BID,66744
2022-02-13,Bradford BID,52903
2022-02-14,Bradford BID,67170
2022-02-15,Bradford BID,75406
2022-02-16,Bradford BID,79390
2022-02-17,Bradford BID,76023
2022-02-18,Bradford BID,78116
2022-02-19,Bradford BID,70858
2022-02-20,Bradford BID,51875
2022-02-21,Bradford BID,70784
2022-02-22,Bradford BID,74173
2022-02-23,Bradford BID,77739
2022-02-24,Bradford BID,75023
2022-02-25,Bradford BID,80706
2022-02-26,Bradford BID,74034
2022-02-27,Bradford BID,54039
2022-02-28,Bradford BID,72823
2022-03-01,Bradford BID,77681
2022-03-02,Bradford BID,77032
2022-03-03,Bradford BID,74439
2022-03-04,Bradford BID,83110
2022-03-05,Bradford BID,76142
2022-03-06,Bradford BID,55772
2022-03-07,Bradford BID,75205
2022-03-08,Bradford BID,78885
2022-03-09,Bradford BID,78625
2022-03-10,Bradford BID,74744
2022-03-11,Bradford BID,84530
2022-03-12,Bradford BID,77302
2022-03-13,Bradford BID,54781
2022-03-14,Bradford BID,72953
2022-03-15,Bradford BID,78211
2022-03-16,Bradford BID,80205
2022-03-17,Bradford BID,72009
2022-03-18,Bradford BID,85531
2022-03-19,Bradford BID,76198
2022-03-20,Bradford BID,51551
2022-03-21,Bradford BID,69837
2022-03-22,Bradford BID,76023
2022-03-23,Bradford BID,76260
2022-03-24,Bradford BID,70564
2022-03-25,Bradford BID,84296
2022-03-26,Bradford BID,77439
2022-03-27,Bradford BID,50899
2022-03-28,Bradford BID,65824
2022-03-29,Bradford BID,75816
2022-03-30,Bradford BID,73062
2022-03-31,Bradford BID,70871
2022-04-01,Bradford BID,82191
2022-04-02,Bradford BID,75180
2022-04-03,Bradford BID,48153
2022-04-04,Bradford BID,65435
2022-04-05,Bradford BID,73760
2022-04-06,Bradford BID,71109
2022-04-07,Bradford BID,70150
2022-04-08,Bradford BID,81545
2022-04-09,Bradford BID,77329
2022-04-10,Bradford BID,47657
2022-04-11,Bradford BID,67543
2022-04-12,Bradford BID,75085
2022-04-13,Bradford BID,72364
2022-04-14,Bradford BID,73037
2022-04-15,Bradford BID,79367
2022-04-16,Bradford BID,73706
2022-04-17,Bradford BID,47924
2022-04-18,Bradford BID,65524
2022-04-19,Bradford BID,69978
2022-04-20,Bradford BID,72141
2022-04-21,Bradford BID,73088
2022-04-22,Bradford BID,79707
2022-04-23,Bradford BID,72554
2022-04-24,Bradford BID,48269
2022-04-25,Bradford BID,65063
2022-04-26,Bradford BID,72912
2022-04-27,Bradford BID,70596
2022-04-28,Bradford BID,74632
2022-04-29,Bradford BID,80076
2022-04-30,Bradford BID,69285
2022-05-01,Bradford BID,52566
2022-05-02,Bradford BID,67366
2022-05-03,Bradford BID,71981
2022-05-04,Bradford BID,69580
2022-05-05,Bradford BID,76633
2022-05-06,Bradford BID,81912
2022-05-07,Bradford BID,66806
2022-05-08,Bradford BID,52588
2022-05-09,Bradford BID,70306
2022-05-10,Bradford BID,72012
2022-05-11,Bradford BID,68121
2022-05-12,Bradford BID,74765
2022-05-13,Bradford BID,80735
2022-05-14,Bradford BID,67650
2022-05-15,Bradford BID,55721
2022-05-16,Bradford BID,70139
2022-05-17,Bradford BID,73347
2022-05-18,Bradford BID,70808
2022-05-19,Bradford BID,76562
2022-05-20,Bradford BID,83070
2022-05-21,Bradford BID,69931
2022-05-22,Bradford BID,58367
2022-05-23,Bradford BID,72161
2022-05-24,Bradford BID,74971
2022-05-25,Bradford BID,70274
2022-05-26,Bradford BID,75409
2022-05-27,Bradford BID,83029
2022-05-28,Bradford BID,71845
2022-05-29,Bradford BID,58953
2022-05-30,Bradford BID,73132
2022-05-31,Bradford BID,73831
2022-06-01,Bradford BID,70800
2022-06-02,Bradford BID,75057
2022-06-03,Bradford BID,80524
2022-06-04,Bradford BID,72709
2022-06-05,Bradford BID,56935
2022-06-06,Bradford BID,74455
2022-06-07,Bradford BID,76280
2022-06-08,Bradford BID,68413
2022-06-09,Bradford BID,77819
2022-06-10,Bradford BID,80459
2022-06-11,Bradford BID,70723
2022-06-12,Bradford BID,55060
2022-06-13,Bradford BID,72449
2022-06-14,Bradford BID,73682
2022-06-15,Bradford BID,67633
2022-06-16,Bradford BID,76144
2022-06-17,Bradford BID,76978
2022-06-18,Bradford BID,73318
2022-06-19,Bradford BID,53567
2022-06-20,Bradford BID,73744
2022-06-21,Bradford BID,74306
2022-06-22,Bradford BID,70484
2022-06-23,Bradford BID,73282
2022-06-24,Bradford BID,75678
2022-06-25,Bradford BID,75593
2022-06-26,Bradford BID,53604
2022-06-27,Bradford BID,69106
2022-06-28,Bradford BID,74643
2022-06-29,Bradford BID,74602
2022-06-30,Bradford BID,74999
2022-07-01,Bradford BID,78206
2022-07-02,Bradford BID,71728
2022-07-03,Bradford BID,47378
2022-07-04,Bradford BID,72520
2022-07-05,Bradford BID,74260
2022-07-06,Bradford BID,71689
2022-07-07,Bradford BID,71902
2022-07-08,Bradford BID,74936
2022-07-09,Bradford BID,69966
2022-07-10,Bradford BID,44455
2022-07-11,Bradford BID,68199
2022-07-12,Bradford BID,73700
2022-07-13,Bradford BID,67669
2022-07-14,Bradford BID,67527
2022-07-15,Bradford BID,70725
2022-07-16,Bradford BID,65030
2022-07-17,Bradford BID,44162
2022-07-18,Bradford BID,64896
2022-07-19,Bradford BID,71398
2022-07-20,Bradford BID,62363
2022-07-21,Bradford BID,62829
2022-07-22,Bradford BID,70722
2022-07-23,Bradford BID,64473
2022-07-24,Bradford BID,45491
2022-07-25,Bradford BID,60200
2022-07-26,Bradford BID,69999
2022-07-27,Bradford BID,64153
2022-07-28,Bradford BID,60774
2022-07-29,Bradford BID,66848
2022-07-30,Bradford BID,62687
2022-07-31,Bradford BID,49087
2022-08-01,Bradford BID,64523
2022-08-02,Bradford BID,69968
2022-08-03,Bradford BID,61159
2022-08-04,Bradford BID,62729
2022-08-05,Bradford BID,67659
2022-08-06,Bradford BID,56832
2022-08-07,Bradford BID,46957
2022-08-08,Bradford BID,60131
2022-08-09,Bradford BID,66580
2022-08-10,Bradford BID,57469
2022-08-11,Bradford BID,62494
2022-08-12,Bradford BID,61481
2022-08-13,Bradford BID,54475
2022-08-14,Bradford BID,48785
2022-08-15,Bradford BID,58490
2022-08-16,Bradford BID,67025
2022-08-17,Bradford BID,54336
2022-08-18,Bradford BID,61598
2022-08-19,Bradford BID,56811
2022-08-20,Bradford BID,52714
2022-08-21,Bradford BID,48093
2022-08-22,Bradford BID,54797
2022-08-23,Bradford BID,61952
2022-08-24,Bradford BID,51161
2022-08-25,Bradford BID,63315
2022-08-26,Bradford BID,62025
2022-08-27,Bradford BID,56330
2022-08-28,Bradford BID,51507
2022-08-29,Bradford BID,51906
2022-08-30,Bradford BID,61354
2022-08-31,Bradford BID,53909
2022-09-01,Bradford BID,69415
2022-09-02,Bradford BID,67769
2022-09-03,Bradford BID,57843
2022-09-04,Bradford BID,56918
2022-09-05,Bradford BID,53421
2022-09-06,Bradford BID,63887
2022-09-07,Bradford BID,57588
2022-09-08,Bradford BID,76998
2022-09-09,Bradford BID,78191
2022-09-10,Bradford BID,59642
2022-09-11,Bradford BID,57379
2022-09-12,Bradford BID,59392
2022-09-13,Bradford BID,66816
2022-09-14,Bradford BID,59315
2022-09-15,Bradford BID,73000
2022-09-16,Bradford BID,80312
2022-09-17,Bradford BID,63866
2022-09-18,Bradford BID,55707
2022-09-19,Bradford BID,52722
2022-09-20,Bradford BID,65317
2022-09-21,Bradford BID,60396
2022-09-22,Bradford BID,76564
2022-09-23,Bradford BID,80441
2022-09-24,Bradford BID,68241
2022-09-25,Bradford BID,58385
2022-09-26,Bradford BID,54921
2022-09-27,Bradford BID,72568
2022-09-28,Bradford BID,60705
2022-09-29,Bradford BID,80117
2022-09-30,Bradford BID,86557
2022-10-01,Bradford BID,71817
2022-10-02,Bradford BID,59249
2022-10-03,Bradford BID,58263
2022-10-04,Bradford BID,69450
2022-10-05,Bradford BID,59389
2022-10-06,Bradford BID,83445
2022-10-07,Bradford BID,93333
2022-10-08,Bradford BID,74094
2022-10-09,Bradford BID,66158
2022-10-10,Bradford BID,63334
2022-10-11,Bradford BID,73812
2022-10-12,Bradford BID,66769
2022-10-13,Bradford BID,85825
2022-10-14,Bradford BID,89449
2022-10-15,Bradford BID,72896
2022-10-16,Bradford BID,68136
2022-10-17,Bradford BID,71851
2022-10-18,Bradford BID,80608
2022-10-19,Bradford BID,69359
2022-10-20,Bradford BID,89033
2022-10-21,Bradford BID,93543
2022-10-22,Bradford BID,81089
2022-10-23,Bradford BID,69900
2022-10-24,Bradford BID,73074
2022-10-25,Bradford BID,84535
2022-10-26,Bradford BID,70077
2022-10-27,Bradford BID,88117
2022-10-28,Bradford BID,85678
2022-10-29,Bradford BID,85017
2022-10-30,Bradford BID,67396
2022-10-31,Bradford BID,72572
2022-11-01,Bradford BID,87242
2022-11-02,Bradford BID,71532
2022-11-03,Bradford BID,93888
2022-11-04,Bradford BID,88000
2022-11-05,Bradford BID,81813
2022-11-06,Bradford BID,66044
2022-11-07,Bradford BID,79921
2022-11-08,Bradford BID,96600
2022-11-09,Bradford BID,75212
2022-11-10,Bradford BID,91648
2022-11-11,Bradford BID,93434
2022-11-12,Bradford BID,85422
2022-11-13,Bradford BID,69305
2022-11-14,Bradford BID,85212
2022-11-15,Bradford BID,98283
2022-11-16,Bradford BID,75786
2022-11-17,Bradford BID,91707
2022-11-18,Bradford BID,96585
2022-11-19,Bradford BID,84188
2022-11-20,Bradford BID,70335
2022-11-21,Bradford BID,89705
2022-11-22,Bradford BID,107448
2022-11-23,Bradford BID,82076
2022-11-24,Bradford BID,94143
2022-11-25,Bradford BID,93044
2022-11-26,Bradford BID,82834
2022-11-27,Bradford BID,69295
2022-11-28,Bradford BID,86990
2022-11-29,Bradford BID,113436
2022-11-30,Bradford BID,81800
2022-12-01,Bradford BID,96519
2022-12-02,Bradford BID,95979
2022-12-03,Bradford BID,86559
2022-12-04,Bradford BID,69669
2022-12-05,Bradford BID,85566
2022-12-06,Bradford BID,108021
2022-12-07,Bradford BID,80749
2022-12-08,Bradford BID,90724
2022-12-09,Bradford BID,93256
2022-12-10,Bradford BID,78037
2022-12-11,Bradford BID,61776
2022-12-12,Bradford BID,89789
2022-12-13,Bradford BID,110571
2022-12-14,Bradford BID,83327
2022-12-15,Bradford BID,88673
2022-12-16,Bradford BID,96960
2022-12-17,Bradford BID,79100
2022-12-18,Bradford BID,62246
2022-12-19,Bradford BID,89905
2022-12-20,Bradford BID,112468
2022-12-21,Bradford BID,80585
2022-12-22,Bradford BID,88711
2022-12-23,Bradford BID,98664
2022-12-24,Bradford BID,80957
2022-12-25,Bradford BID,57362
2022-12-26,Bradford BID,80456
2022-12-27,Bradford BID,105217
2022-12-28,Bradford BID,86662
2022-12-29,Bradford BID,88904
2022-12-30,Bradford BID,98693
2022-12-31,Bradford BID,75046
2023-01-01,Bradford BID,53486
2023-01-02,Bradford BID,79058
2023-01-03,Bradford BID,103516
2023-01-04,Bradford BID,91053
2023-01-05,Bradford BID,87031
2023-01-06,Bradford BID,96329
2023-01-07,Bradford BID,76506
2023-01-08,Bradford BID,49067
2023-01-09,Bradford BID,78122
2023-01-10,Bradford BID,98086
2023-01-11,Bradford BID,88226
2023-01-12,Bradford BID,85040
2023-01-13,Bradford BID,95814
2023-01-14,Bradford BID,76447
2023-01-15,Bradford BID,48624
2023-01-16,Bradford BID,76774
2023-01-17,Bradford BID,94351
2023-01-18,Bradford BID,87623
2023-01-19,Bradford BID,77823
2023-01-20,Bradford BID,96741
2023-01-21,Bradford BID,73431
2023-01-22,Bradford BID,49395
2023-01-23,Bradford BID,81682
2023-01-24,Bradford BID,107941
2023-01-25,Bradford BID,90328
2023-01-26,Bradford BID,90982
2023-01-27,Bradford BID,102890
2023-01-28,Bradford BID,76703
2023-01-29,Bradford BID,57039
2023-01-30,Bradford BID,81269
2023-01-31,Bradford BID,114984
2023-02-01,Bradford BID,92511
2023-02-02,Bradford BID,95988
2023-02-03,Bradford BID,108248
2023-02-04,Bradford BID,76055
2023-02-05,Bradford BID,58583
2023-02-06,Bradford BID,86123
2023-02-07,Bradford BID,116843
2023-02-08,Bradford BID,91907
2023-02-09,Bradford BID,96257
2023-02-10,Bradford BID,106426
2023-02-11,Bradford BID,81552
2023-02-12,Bradford BID,70638
2023-02-13,Bradford BID,93148
2023-02-14,Bradford BID,120226
2023-02-15,Bradford BID,89016
2023-02-16,Bradford BID,94096
2023-02-17,Bradford BID,105168
2023-02-18,Bradford BID,89565
2023-02-19,Bradford BID,73310
2023-02-20,Bradford BID,101561
2023-02-21,Bradford BID,115260
2023-02-22,Bradford BID,92764
2023-02-23,Bradford BID,102783
2023-02-24,Bradford BID,109005
2023-02-25,Bradford BID,89543
2023-02-26,Bradford BID,77353
2023-02-27,Bradford BID,101723
2023-02-28,Bradford BID,119556
2023-03-01,Bradford BID,96985
2023-03-02,Bradford BID,106856
2023-03-03,Bradford BID,113820
2023-03-04,Bradford BID,100253
2023-03-05,Bradford BID,85836
2023-03-06,Bradford BID,108468
2023-03-07,Bradford BID,125095
2023-03-08,Bradford BID,102787
2023-03-09,Bradford BID,112590
2023-03-10,Bradford BID,108466
2023-03-11,Bradford BID,99894
2023-03-12,Bradford BID,88849
2023-03-13,Bradford BID,101474
2023-03-14,Bradford BID,119086
2023-03-15,Bradford BID,107176
2023-03-16,Bradford BID,108492
2023-03-17,Bradford BID,99902
2023-03-18,Bradford BID,106276
2023-03-19,Bradford BID,82608
2023-03-20,Bradford BID,99589
2023-03-21,Bradford BID,107790
2023-03-22,Bradford BID,112190
2023-03-23,Bradford BID,110942
2023-03-24,Bradford BID,99548
2023-03-25,Bradford BID,108955
2023-03-26,Bradford BID,81314
2023-03-27,Bradford BID,100001
2023-03-28,Bradford BID,108762
2023-03-29,Bradford BID,121484
2023-03-30,Bradford BID,115403
2023-03-31,Bradford BID,103504
2023-04-01,Bradford BID,107205
2023-04-02,Bradford BID,75901
2023-04-03,Bradford BID,105192
2023-04-04,Bradford BID,105951
2023-04-05,Bradford BID,122324
2023-04-06,Bradford BID,119940
2023-04-07,Bradford BID,100771
2023-04-08,Bradford BID,107022
2023-04-09,Bradford BID,71552
2023-04-10,Bradford BID,99256
2023-04-11,Bradford BID,109131
2023-04-12,Bradford BID,125108
2023-04-13,Bradford BID,110752
2023-04-14,Bradford BID,101745
2023-04-15,Bradford BID,107315
2023-04-16,Bradford BID,67874
2023-04-17,Bradford BID,102312
2023-04-18,Bradford BID,109909
2023-04-19,Bradford BID,125774
2023-04-20,Bradford BID,111943
2023-04-21,Bradford BID,95977
2023-04-22,Bradford BID,104933
2023-04-23,Bradford BID,59577
2023-04-24,Bradford BID,95304
2023-04-25,Bradford BID,100470
2023-04-26,Bradford BID,126668
2023-04-27,Bradford BID,114057
2023-04-28,Bradford BID,103526
2023-04-29,Bradford BID,117987
2023-04-30,Bradford BID,58126
2023-05-01,Bradford BID,95705
2023-05-02,Bradford BID,100837
2023-05-03,Bradford BID,126536
2023-05-04,Bradford BID,108877
2023-05-05,Bradford BID,110607
2023-05-06,Bradford BID,110035
2023-05-07,Bradford BID,60749
2023-05-08,Bradford BID,89218
2023-05-09,Bradford BID,109969
2023-05-10,Bradford BID,124493
2023-05-11,Bradford BID,102380
2023-05-12,Bradford BID,101817
2023-05-13,Bradford BID,109494
2023-05-14,Bradford BID,63329
2023-05-15,Bradford BID,87306
2023-05-16,Bradford BID,100218
2023-05-17,Bradford BID,116018
2023-05-18,Bradford BID,102135
2023-05-19,Bradford BID,98251
2023-05-20,Bradford BID,104541
2023-05-21,Bradford BID,61194
2023-05-22,Bradford BID,85830
2023-05-23,Bradford BID,101029
2023-05-24,Bradford BID,111729
2023-05-25,Bradford BID,99803
2023-05-26,Bradford BID,98893
2023-05-27,Bradford BID,103313
2023-05-28,Bradford BID,60075
2023-05-29,Bradford BID,79868
2023-05-30,Bradford BID,103674
2023-05-31,Bradford BID,101504
2023-06-01,Bradford BID,103673
2023-06-02,Bradford BID,96018
2023-06-03,Bradford BID,103845
2023-06-04,Bradford BID,64197
2023-06-05,Bradford BID,80620
2023-06-06,Bradford BID,105331
2023-06-07,Bradford BID,98885
2023-06-08,Bradford BID,101092
2023-06-09,Bradford BID,100083
2023-06-10,Bradford BID,100959
2023-06-11,Bradford BID,62772
2023-06-12,Bradford BID,82881
2023-06-13,Bradford BID,115366
2023-06-14,Bradford BID,97416
2023-06-15,Bradford BID,104308
2023-06-16,Bradford BID,92741
2023-06-17,Bradford BID,86214
2023-06-18,Bradford BID,60758
2023-06-19,Bradford BID,86380
2023-06-20,Bradford BID,114561
2023-06-21,Bradford BID,89784
2023-06-22,Bradford BID,104927
2023-06-23,Bradford BID,88437
2023-06-24,Bradford BID,91759
2023-06-25,Bradford BID,61168
2023-06-26,Bradford BID,90362
2023-06-27,Bradford BID,105744
2023-06-28,Bradford BID,88703
2023-06-29,Bradford BID,109306
2023-06-30,Bradford BID,95147
2023-07-01,Bradford BID,96286
2023-07-02,Bradford BID,67182
