event_id,spektrix_instance_id,project_name,event_name,start_datetime
recHR6BFC5FQluCjU,,Green Family Creative Day,,2025-08-05 11:30:00+00:00
recIze5aBn4wV6rXQ,,Great Crafty Get-Together,,2025-07-21 11:00:00+00:00
recKKaZO86rLOQ70Y,,The Railway Children,,2025-03-22 10:00:00+00:00
rech9qkhLOsyEa3W5,,The Railway Children,,2025-03-22 11:30:00+00:00
recwxymIaIHxfYDM5,,The Railway Children,,2025-03-22 13:30:00+00:00
recHQR6BxhWTDoQDo,,The Railway Children,,2025-03-22 15:00:00+00:00
recvIhgwhiclSw33r,,The Railway Children,,2025-04-05 09:00:00+00:00
recj2wBEaNhqyBzxr,,The Railway Children,,2025-04-05 10:30:00+00:00
rec1dKbKwkRkeMpg1,,The Railway Children,,2025-04-05 12:30:00+00:00
recevQmk7S9A6LrDx,,The Railway Children,,2025-04-05 14:00:00+00:00
recKOG3UHBzs2suO3,,The Railway Children,,2025-04-26 10:00:00+00:00
rec4QOF3VBjdtrxa5,,The Railway Children,,2025-04-26 12:00:00+00:00
recJeJ2qBaEdI43li,,The Railway Children,,2025-04-26 13:30:00+00:00
rec7rLKzYywNR1b3r,,The Railway Children,,2025-04-26 15:00:00+00:00
rec9uIUwOuQLkwSE4,,The Railway Children,,2025-06-07 08:30:00+00:00
recUjGD04xT9NmNxs,,The Railway Children,,2025-06-11 17:00:00+00:00
recyt7wLDm1kfL7sv,,The Railway Children,,2025-06-14 08:30:00+00:00
recp4XUMeip7pTQHp,,The Railway Children,,2025-06-18 17:00:00+00:00
rec95mJZdxNC6BUJ3,,The Railway Children,,2025-06-21 08:30:00+00:00
rec6j1aSolLOGdwlk,,The Railway Children,,2025-06-25 17:00:00+00:00
recINiD9aUkUVJIlu,,The Railway Children,,2025-06-28 08:30:00+00:00
recKln4UZEEd37xUU,,The Railway Children,,2025-07-04 17:00:00+00:00
recrVWjXlVwTWVLM8,,The Railway Children,,2025-07-05 08:30:00+00:00
rec2tvYdzVPFR9299,,The Railway Children,,2025-07-05 13:00:00+00:00
recZabI3q71Cwtl1N,,The Railway Children,,2025-07-07 17:00:00+00:00
recx1sGtmMZhjk7P9,,The Railway Children,,2025-07-08 17:00:00+00:00
recyDLkFtUKUjisKM,,The Railway Children,,2025-07-09 17:00:00+00:00
recP5wIa4sbii7F0j,,The Railway Children,,2025-07-10 17:00:00+00:00
rec6ph001sMG0E6nm,,The Railway Children,,2025-07-11 17:00:00+00:00
rechFtaA3dKTtIw6T,,The Railway Children,,2025-07-12 13:00:00+00:00
recjLl1HnAQApVfZx,,The Railway Children,,2025-07-12 17:00:00+00:00
recqYzkRA0QjlxoKX,,The Railway Children,,2025-07-14 17:00:00+00:00
recXh7w6WlEd57V2w,,The Railway Children,,2025-07-15 17:00:00+00:00
recesRN3ARP9MEaFL,,The Railway Children,,2025-07-16 07:47:00+00:00
recGtphXEm5ZlAgDv,,The Railway Children,,2025-07-17 07:49:00+00:00
reclwTS1gt5w0Kph2,,The Railway Children,,2025-07-18 07:49:00+00:00
recDCTsmd5coJlly7,,The Railway Children,,2025-07-19 07:51:00+00:00
recVqpdKeCgzE9PG7,,The Railway Children,,2025-07-19 17:00:00+00:00
recza4X1j5zCYwlhQ,,The Railway Children,,2025-07-20 07:51:00+00:00
recbsCbNG58F3QpXO,,The Railway Children,,2025-07-23 07:52:00+00:00
rec9SuwPwA0hoC0Ef,,The Railway Children,,2025-07-24 07:53:00+00:00
reclCAepY5PLBtmdw,,The Railway Children,,2025-07-25 07:54:00+00:00
recLEMZLIFIsorr2F,,The Railway Children,,2025-07-26 07:54:00+00:00
recwTeifuA2EMfSV3,,The Railway Children,,2025-07-27 07:55:00+00:00
recMIub5ZTs2HA61Y,,The Railway Children,,2025-07-30 07:56:00+00:00
recHGVwGvAQtZ7bAW,,The Railway Children,,2025-07-31 07:57:00+00:00
rec8JGEVjcVMqMMx0,,The Railway Children,,2025-08-01 07:58:00+00:00
recBKeZSBP7L2LmKQ,,The Railway Children,,2025-08-02 07:59:00+00:00
recxMrN831SqsduQY,,The Railway Children,,2025-08-03 08:00:00+00:00
reccmFa2gCgZNIthB,,The Railway Children,,2025-08-06 08:00:00+00:00
recD4KRoN80BhTfn5,,The Railway Children,,2025-08-07 08:01:00+00:00
recHN1eY6InfvqltC,,The Railway Children,,2025-08-08 08:02:00+00:00
recogzdD8c4wkSdbg,,The Railway Children,,2025-08-09 08:03:00+00:00
recgP10oBUvEVLFIU,,The Railway Children,,2025-08-10 08:03:00+00:00
recJDqfQtrU23GJBt,,The Railway Children,,2025-08-13 08:05:00+00:00
rec7WDpFFd75FjiuR,,The Railway Children,,2025-08-14 08:05:00+00:00
recEJdoXTL7HWhozl,,The Railway Children,,2025-08-15 08:06:00+00:00
recEiXtVZqWoNyZgj,,The Railway Children,,2025-08-16 08:07:00+00:00
rec4szprbO1mu0bNj,,The Railway Children,,2025-08-17 08:09:00+00:00
recLWeNXMbIzZgfHe,,The Railway Children,,2025-08-20 08:09:00+00:00
recNIFJaRUjXmTJdA,,The Railway Children,,2025-08-21 08:11:00+00:00
recTJM432bHyM9eyp,,The Railway Children,,2025-08-22 08:11:00+00:00
recCHcctSLqZIKVIv,,The Railway Children,,2025-08-23 08:12:00+00:00
recIwrJr2c3CTTmU5,,The Railway Children,,2025-08-24 08:16:00+00:00
rec7MAcgXjPomKhVp,,The Railway Children,,2025-08-26 08:17:00+00:00
rec3oW5xZaQ7utpvO,,The Railway Children,,2025-08-27 08:18:00+00:00
recHptnI0mzOEPZ50,,The Railway Children,,2025-08-28 08:19:00+00:00
recnVqYeWc4QtDiwg,,The Railway Children,,2025-08-29 08:20:00+00:00
rec0F01GkSGbSQcBN,,The Railway Children,,2025-08-30 08:20:00+00:00
recwo44cK65kc4xw9,,The Railway Children,,2025-08-31 08:21:00+00:00
recCCIdn5amSMijN3,,The Railway Children,,2025-09-03 08:22:00+00:00
recMj6D9Wvk965wuz,,The Railway Children,,2025-09-05 08:24:00+00:00
recLkh5jTmVaFmXDb,,The Railway Children,,2025-09-06 08:24:00+00:00
recN6ezxzmgKcF6MO,,The Railway Children,,2025-09-07 08:41:00+00:00
recvGFqrEDi8tKgOT,,The Railway Children,,2025-10-04 08:23:00+00:00
recT1lEeusEMMGFaj,,Alam Lohar workshop,,2025-08-30 10:00:00+00:00
rec27xrj9jSOl1pYd,,Summer Sounds - Day 1,,2025-08-02 12:00:00+00:00
recPh3B1IZaxMOPXX,,Art & Play Family Day,,2025-09-03 09:30:00+00:00
recF7A9DrrpYx1bZI,,Our Patch - Urdu Shurdu,,2025-04-22 23:00:00+00:00
recpCKyqr0zVhuQl7,,Our Patch - Urdu Shurdu,,2025-04-22 23:00:00+00:00
rec5c0beyaaO54xQH,,Our Patch - Urdu Shurdu,,2025-05-27 23:00:00+00:00
recopAEjnB2QdEmyO,,Our Patch - Urdu Shurdu,,2025-05-27 23:00:00+00:00
recdmibKCzEtNaStP,,Community Takeover Days at Bradford City Football Club,,2025-02-22 00:00:00+00:00
reccmonIn3ti5UClC,,Community Takeover Days at Bradford City Football Club,,2025-03-15 00:00:00+00:00
rectdBNwFunsx1pQa,,Community Takeover Days at Bradford City Football Club,,2025-04-16 23:00:00+00:00
recI6d7ZD008oSkyj,,Community Takeover Days at Bradford City Football Club,,2025-05-02 23:00:00+00:00
recRGft4UFHz2T3Yh,,Our Patch - Bingley Skate Park/Myrtle Park,,2025-05-31 23:00:00+00:00
recfeV0Cb5ff1bORa,,Our Patch - Bingley Skate Park/Myrtle Park,,2025-05-31 23:00:00+00:00
recR1mmQP2b3k1wh0,,Our Patch - Bingley Skate Park/Myrtle Park,,2025-08-14 14:00:00+00:00
recDYsG3GUqIFCVpD,,Our Patch - Bingley Skate Park/Myrtle Park,,2025-09-16 02:00:00+00:00
recW9RzjEm78M9oQV,,Our Patch - Bingley Skate Park/Myrtle Park,,2025-09-18 14:00:00+00:00
recdU8cM7ySAMZaGb,,Pop Up Family Pride,,2025-06-14 09:30:00+00:00
recATQugVugPTSDML,,DRAW!,,2025-02-18 12:00:00+00:00
rec23Uce6rqgMuWO3,,DRAW!,,2025-02-19 13:00:00+00:00
rechzDX5mZxhD9ptt,,DRAW!,,2025-02-20 10:00:00+00:00
recHpWZBbVZ6We9YJ,,DRAW!,,2025-02-21 13:00:00+00:00
recNdwilDu54tBksO,,DRAW!,,2025-02-28 10:00:00+00:00
recrMolyrfkDg9ofT,,DRAW!,,2025-02-28 10:00:00+00:00
recQhfndPplCgu5Np,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-03 11:00:00+00:00
recPoqdmnPF4TvM7n,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-04 11:00:00+00:00
recJr1sQQDG7D7Gyl,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-05 11:00:00+00:00
recHyzCVO34gp95WO,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-06 11:00:00+00:00
recKYRv59QcW3OgCX,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-10 11:00:00+00:00
recAfnVlequdlc8ZE,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-11 11:00:00+00:00
rec0VPXr3s04OLwPS,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-12 11:00:00+00:00
reclia0a3cAkQ0z8a,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-12 11:00:00+00:00
recmXrsU8duquaQly,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-12 14:00:00+00:00
recPQqgOzf8PEi6GN,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-13 11:00:00+00:00
recAlAORq7U265ej9,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-17 11:00:00+00:00
recjGQZmXi3I8xTX0,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-18 11:00:00+00:00
recDVsQocsuBKxjWm,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-19 11:00:00+00:00
rec2QPMq631hxq0G2,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-19 13:00:00+00:00
recjRLZqEudOVP89T,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-20 11:00:00+00:00
recgh4Lw8HVH8ON02,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-24 11:00:00+00:00
rec6kC1j6HGs0zJTX,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-25 11:00:00+00:00
recEtc41Yu7AK0P6g,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-26 11:00:00+00:00
recTo8atr0e1QdmNm,,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,,2025-07-27 11:00:00+00:00
recDaPxKuipMK0R0Q,,Eggs Collective Dark Nights,,2025-06-20 18:00:00+00:00
recp1ZsRY1Zxb5LCk,,Eggs Collective Dark Nights,,2025-09-05 18:00:00+00:00
rec59JmERHO0vAmwJ,,Eggs Collective Dark Nights,,2025-12-12 19:00:00+00:00
reclvCOaHHrwWpEDL,,Eggs Collective Dark Nights,,2025-12-12 21:30:00+00:00
recIrBOr3XVb9Yy20,,Dragons - Eun-Me Ahn Company,,2025-03-21 19:30:00+00:00
recvBNLEyGOe76d7w,,Dragons - Eun-Me Ahn Company,,2025-03-22 19:30:00+00:00
recHQ91QgC2GONkNp,,Let's Make,,2025-04-05 09:00:00+00:00
recez5pcCdHnnbcJy,,Let's Make,,2025-05-05 09:00:00+00:00
recIZKwnjM00Vi2BL,,Let's Make,,2025-05-26 09:00:00+00:00
recyU5aNXI1d74krs,,Let's Make,,2025-05-28 09:00:00+00:00
recGBr3UlpOuWtpge,,Let's Make,,2025-07-27 09:00:00+00:00
recaNtgidDXVKICYs,,Let's Make,,2025-07-28 09:00:00+00:00
rec7P02aWix5xHhMW,,Let's Make,,2025-08-10 09:00:00+00:00
reciw01t2pDmWZRhw,,Let's Make,,2025-09-21 09:00:00+00:00
recxHa64eTzQv3PSM,,Our Patch - Masjid Ayesha,,2025-09-03 16:00:00+00:00
recRruRdbKw6Oi9Y1,,Our Patch - Masjid Ayesha,,2025-09-10 16:00:00+00:00
recWmzfqMHBOk2IS7,,Our Patch - Masjid Ayesha,,2025-09-17 16:00:00+00:00
recbcqKdEMTaqq4rx,,The Pahari-Pothwari Literature Project by Nabeela Ahmed,,2025-06-27 17:30:00+00:00
recYTCgYZslBkpvn7,,Tent of Hope,,2025-08-29 09:00:00+00:00
recZo7rmVa48YyRB3,,Tent of Hope,,2025-08-29 09:00:00+00:00
reciBFkNKiH8akRvY,,Tent of Hope,,2025-08-29 09:00:00+00:00
recuMicN6x3DnX16k,,Tent of Hope,,2025-08-29 09:00:00+00:00
recblZNBO7DAia86Q,,Fair Play Symposium,,2025-09-04 09:30:00+00:00
recSmcbxWIgVfqKRU,,Fair Play Symposium,,2025-09-04 10:00:00+00:00
recVQOABtDmuV7DhC,,Fair Play Symposium,,2025-09-04 10:30:00+00:00
recGOIrwV6xqjFPWO,,Fair Play Symposium,,2025-09-04 11:00:00+00:00
rec6l57HStOiFG9wR,,Our Patch - Art Bike Project,,2025-07-17 15:00:00+00:00
reclk2vVvqtTC1Bfk,,Our Patch - Art Bike Project,,2025-07-31 15:30:00+00:00
recrrxUY0pTjn6TOm,,Rise Up Music - Sinead Campbell,,2025-11-22 21:00:00+00:00
recNd2UF6go7Ashag,,Our Patch - Our Holmewood Mural,,2025-07-15 10:00:00+00:00
recH4kUng4fW05VF7,,Our Patch - Our Holmewood Mural,,2025-07-24 11:00:00+00:00
recV8nFal36hNKMZJ,,Our Patch - Our Holmewood Mural,,2025-08-21 10:00:00+00:00
recILr4RhpZuc4AAu,,Our Patch - Our Holmewood Mural,,2025-09-06 10:00:00+00:00
rec3FHteKlDs4vjFc,,Our Patch - Our Holmewood Mural,,2025-09-24 09:00:00+00:00
recyseQQ959Um3s3Y,,Bradford Poetry Slam 2025,,
recG2ipNiyrJ74Q2A,,Bradford Poetry Slam 2025,,2024-11-28 09:00:00+00:00
rec5bHQzjOJM1oMce,,Bradford Poetry Slam 2025,,2024-12-05 09:00:00+00:00
recEHm0EccTpPgHGI,,Bradford Poetry Slam 2025,,2024-12-06 09:00:00+00:00
recsKCF6oCNSIY3MB,,Bradford Poetry Slam 2025,,2025-01-16 09:00:00+00:00
rectczJTQC9E4QaKH,,Bradford Poetry Slam 2025,,2025-01-17 09:00:00+00:00
recNvWgfywTVusErw,,Bradford Poetry Slam 2025,,2025-01-22 09:00:00+00:00
recvPT0QU1u1urKqV,,Bradford Poetry Slam 2025,,2025-01-29 09:00:00+00:00
recC9SYyddPYokhOC,,Bradford Poetry Slam 2025,,2025-01-30 09:00:00+00:00
rec25Nz698tSaSmOf,,Bradford Poetry Slam 2025,,2025-02-04 09:00:00+00:00
reckUvwNwWPpTZI9q,,Bradford Poetry Slam 2025,,2025-02-06 09:00:00+00:00
recuhlxijeJfJMJNV,,Bradford Poetry Slam 2025,,2025-02-07 09:00:00+00:00
recYkYTSCRarItFvm,,Bradford Poetry Slam 2025,,2025-02-10 09:00:00+00:00
reccOglPYf6rpbg5F,,Bradford Poetry Slam 2025,,2025-02-12 09:00:00+00:00
rec6P1z8diMW5DsdT,,Bradford Poetry Slam 2025,,2025-02-13 09:00:00+00:00
rec71xM96J3587hdV,,Bradford Poetry Slam 2025,,2025-02-14 09:00:00+00:00
recrerJF0DyZGbwYa,,Bradford Poetry Slam 2025,,2025-03-11 09:00:00+00:00
recxkLZ1QQJeCjiqQ,,Bradford Poetry Slam 2025,,2025-03-14 09:00:00+00:00
recL2291NVPW2V8yv,,Bradford Poetry Slam 2025,,2025-03-18 09:00:00+00:00
recS88YSbkj4h38qY,,Bradford Poetry Slam 2025,,2025-03-24 09:00:00+00:00
recn5S3oxZuyFHxZM,,Bradford Poetry Slam 2025,,2025-03-26 09:00:00+00:00
recVAwNzYCSELfeMZ,,Bradford Poetry Slam 2025,,2025-03-26 09:30:00+00:00
recLyev49H6kMPSGZ,,Bradford Poetry Slam 2025,,2025-04-22 08:00:00+00:00
recjajbXO5KizXSul,,Bradford Poetry Slam 2025,,2025-05-13 08:00:00+00:00
recaaA1V40m4lY2rm,,Bradford Poetry Slam 2025,,2025-05-20 08:00:00+00:00
recmJUkOdvwO99CGE,,Bradford Poetry Slam 2025,,2025-06-11 17:30:00+00:00
recmTZZwvWJEgOfYW,,Bradford Poetry Slam 2025,,2025-06-12 17:30:00+00:00
rec0o1zgIerfUq9Du,,Bradford Poetry Slam 2025,,2025-06-27 08:00:00+00:00
recS8263jA2lNtyfz,,Greed - Tavaziva Dance,,2025-06-05 19:30:00+00:00
recb7W8kNIIznBHH7,,Greed - Tavaziva Dance,,2025-06-06 10:00:00+00:00
recjILawd10Bloman,,Greed - Tavaziva Dance,,2025-06-06 10:00:00+00:00
recpbPB5haexPvEs7,,The Invite by Mind the Gap,,2025-09-16 09:00:00+00:00
recatIhSKpCkDQnBG,,The Invite by Mind the Gap,,2025-09-18 13:00:00+00:00
recUmcqaLaccUtcYt,,Our Patch - Boxing for wellbeing Carlton Bolling School,,2025-06-26 08:30:00+00:00
recwskpmlyM2QICwj,,Our Patch - Boxing for wellbeing Carlton Bolling School,,2025-07-03 08:30:00+00:00
recLPE2uDhyQKmM7Q,,Our Patch - Boxing for wellbeing Carlton Bolling School,,2025-07-10 08:30:00+00:00
reckU5p2dZbSQI0vw,,Our Patch - Boxing for wellbeing Carlton Bolling School,,2025-07-11 08:30:00+00:00
recUl7jh8jMiV2GlU,,Our Patch - Boxing for wellbeing Carlton Bolling School,,2025-07-17 08:30:00+00:00
recVDGe51IPMFxjYR,,Our Patch - Boxing for wellbeing Carlton Bolling School,,2025-07-18 08:30:00+00:00
recZ4ctXZP9yui3xE,,Our Patch - Boxing for wellbeing Carlton Bolling School,,2025-07-24 08:30:00+00:00
recGdhvBsASMnL3O7,,Our Patch - Boxing for wellbeing Carlton Bolling School,,2025-07-26 08:30:00+00:00
recJcnpw1S6PPKyb5,,Our Patch - St Hugh's Craft Group,,2025-03-12 00:00:00+00:00
recP6VmSZEeAWEHzJ,,Our Patch - St Hugh's Craft Group,,2025-03-26 00:00:00+00:00
recJVUNKf0lawgWSw,,Big Screen - Thornton Viaduct,,2025-09-13 09:00:00+00:00
recZGIq9iZ8xdoUeh,,The 56,,2025-05-10 13:00:00+00:00
rec90zBUZPeyQanTC,,The 56,,2025-05-11 14:30:00+00:00
recwVZ9uwCEACvsvJ,,Youth Fest 25,,2025-08-07 12:30:00+00:00
recBHAHWWc8W8zFNe,,Youth Fest 25,,2025-08-07 17:00:00+00:00
rec1bnC1WcIDGZJke,,Penguin Books Partnership,,2025-08-31 23:00:00+00:00
recPp4Uog7UHynOxK,,Penguin Books Partnership,,2025-08-31 23:00:00+00:00
recTUaH229yB2hdzw,,Penguin Books Partnership,,2025-08-31 23:00:00+00:00
recwhsMhEUhftK3vv,,Penguin Books Partnership,,2025-11-12 00:00:00+00:00
recgUTAMHvX6NhKTl,,Bring it Back by Natalie Davies,,2025-10-23 18:30:00+00:00
recwZ1Dpeqtz9OodR,,Bring it Back by Natalie Davies,,2025-10-24 18:30:00+00:00
recsdfd1ipmEUwjm4,,Bring it Back by Natalie Davies,,2025-10-25 18:30:00+00:00
rec178HHbPLfGqQih,,Teen Scene Party,,2025-04-20 17:00:00+00:00
recOf7r29liexqBNu,,Teen Scene Party,,2025-05-25 17:30:00+00:00
recBjsLYqkHZMIYnB,,Teen Scene Party,,2025-07-19 16:00:00+00:00
recNisKgqd36ADdr4,,Contains Strong Language - BBC,,2025-09-20 12:30:00+00:00
recZlWjwGYweVYw7B,,Contains Strong Language - BBC,,2025-09-20 15:15:00+00:00
recxUF8FrQVV1LB15,,Contains Strong Language - BBC,,2025-09-21 11:00:00+00:00
recOnHTcZiutlfyI8,,Contains Strong Language - BBC,,2025-09-21 11:30:00+00:00
recJbvMo0RWV2wkHM,,Contains Strong Language - BBC,,2025-09-21 14:00:00+00:00
recX7Xu3Amg5ebbJt,,Contains Strong Language - BBC,,2025-09-21 14:30:00+00:00
rec4AAJnwiSlqvjIL,,Built By Sound (formerly Daytimers),,2025-06-12 17:00:00+00:00
recpxJvU5jj1Wvyhs,,Built By Sound (formerly Daytimers),,2025-06-13 12:00:00+00:00
recXD2Wy7hdRpMV1F,,Built By Sound (formerly Daytimers),,2025-11-18 10:00:00+00:00
rechiMUI6U0PCovGY,,Built By Sound (formerly Daytimers),,2025-11-19 10:00:00+00:00
recfcdnvYEZ0rBcQK,,Built By Sound (formerly Daytimers),,2025-11-20 10:00:00+00:00
rec5Airv3gJoHZpO1,,Built By Sound (formerly Daytimers),,2025-11-21 10:00:00+00:00
recxYpLfkQtCk8m5r,,Built By Sound (formerly Daytimers),,2025-11-22 10:00:00+00:00
recezsuMEjliqga5Z,,Built By Sound (formerly Daytimers),,2025-11-23 10:00:00+00:00
recPawX0cYI9xM3Bl,,Built By Sound (formerly Daytimers),,2025-11-24 10:00:00+00:00
recw0qJwwULaCnwuL,,Built By Sound (formerly Daytimers),,2025-11-25 10:00:00+00:00
rectwI7P1h9spOFQC,,Built By Sound (formerly Daytimers),,2025-11-26 10:00:00+00:00
recFaCy1dejmdCBol,,Built By Sound (formerly Daytimers),,2025-11-27 10:00:00+00:00
recURXwajn8pLHDVK,,Built By Sound (formerly Daytimers),,2025-11-28 10:00:00+00:00
recXlk76cXlsHJs8m,,Built By Sound (formerly Daytimers),,2025-11-29 10:00:00+00:00
recelFLiTEFvLd3rG,,Built By Sound (formerly Daytimers),,2025-11-30 10:00:00+00:00
recDrZZ2qC4tm3d1a,,Built By Sound (formerly Daytimers),,2025-12-01 10:00:00+00:00
recHfLIrbiyfmSzfo,,Built By Sound (formerly Daytimers),,2025-12-02 10:00:00+00:00
recw492LTcnEHcg9a,,Built By Sound (formerly Daytimers),,2025-12-03 10:00:00+00:00
rec4pk5i6cESc2MAk,,Built By Sound (formerly Daytimers),,2025-12-04 10:00:00+00:00
reclXZIczrEO765Oo,,Built By Sound (formerly Daytimers),,2025-12-05 10:00:00+00:00
rec7KoVKk9DwKG4Zn,,Built By Sound (formerly Daytimers),,2025-12-06 10:00:00+00:00
recIBAHuyr5YMfoMG,,Built By Sound (formerly Daytimers),,2025-12-07 10:00:00+00:00
recnkjHTqRz9TXx9v,,Built By Sound (formerly Daytimers),,2025-12-08 10:00:00+00:00
rec2nSvOk3ESA6sV9,,Built By Sound (formerly Daytimers),,2025-12-09 10:00:00+00:00
recuPADs2hqantIp4,,Built By Sound (formerly Daytimers),,2025-12-10 10:00:00+00:00
rec15BdpnVqeXEgbf,,Built By Sound (formerly Daytimers),,2025-12-11 10:00:00+00:00
rec8kTHj8q4giUA5K,,Built By Sound (formerly Daytimers),,2025-12-12 10:00:00+00:00
recjTOKoDaFVoyd1n,,Built By Sound (formerly Daytimers),,2025-12-13 10:00:00+00:00
recWl1hlu1QTQOxB4,,Built By Sound (formerly Daytimers),,2025-12-14 10:00:00+00:00
recOaNnWMmfqUvJTt,,Built By Sound (formerly Daytimers),,2025-12-15 10:00:00+00:00
recuuQriL6M3F329Q,,Built By Sound (formerly Daytimers),,2025-12-16 10:00:00+00:00
recPpZEAvIq4mTKO8,,Built By Sound (formerly Daytimers),,2025-12-17 10:00:00+00:00
recpZbCvkCNLjSHVw,,Built By Sound (formerly Daytimers),,2025-12-18 10:00:00+00:00
recuOXa5HBwfh0zKX,,Built By Sound (formerly Daytimers),,2025-12-19 10:00:00+00:00
recVAz2rVEt1Srch0,,Press Trips,,2025-01-10 12:57:00+00:00
reciK4dTYnaqTdUHQ,,I AM ME,,2025-01-31 00:00:00+00:00
recAod2X97HdOqt2c,,Our Patch - Denholme Mural Project,,2025-06-21 23:00:00+00:00
recVOvgMdpKhO4gXe,,Our Patch - Denholme Mural Project,,2025-06-24 23:00:00+00:00
recfrLyDOhKBxVvkC,,Our Patch - Denholme Mural Project,,2025-08-18 13:00:00+00:00
recvxHQWRLEBPjI0w,,Our Patch - Denholme Mural Project,,2025-08-19 12:00:00+00:00
rec4eYLMKLg68WPbd,,Our Patch - Denholme Mural Project,,2025-08-20 03:30:00+00:00
rec2yy9un9HQmODMZ,,Leeds School of Architecture x Bradford 2025 - The City As a Festival,,2025-07-24 11:00:00+00:00
rec9wsJrjuNbL5pDm,,Leeds School of Architecture x Bradford 2025 - The City As a Festival,,2025-07-25 11:00:00+00:00
recMggItWdfH5yWjZ,,Leeds School of Architecture x Bradford 2025 - The City As a Festival,,2025-07-26 11:00:00+00:00
recAb9FriFH18CZUP,,Leeds School of Architecture x Bradford 2025 - The City As a Festival,,2025-07-27 11:00:00+00:00
recNecKhA91qsYsKB,,Our Patch - Windhill Seniors Group,,2025-03-13 00:00:00+00:00
recq0QTW72SmmxXKa,,Our Patch - Windhill Seniors Group,,2025-04-02 23:00:00+00:00
recHBoJopYDx6BX0J,,Our Patch - Windhill Seniors Group,,2025-04-16 23:00:00+00:00
recvx4j1dicf9WzVz,,Our Patch - Windhill Seniors Group,,2025-04-23 23:00:00+00:00
recOOHIRuO4CLOBdW,,Our Patch - Windhill Seniors Group,,2025-04-30 23:00:00+00:00
recy3JeUunkCVcWPY,,Our Patch - Windhill Seniors Group,,2025-05-07 23:00:00+00:00
recA80U4XsLSNLum2,,Our Patch - Windhill Seniors Group,,2025-05-14 23:00:00+00:00
recsKMbuW7KvOZT6f,,Our Patch - Windhill Seniors Group,,2025-05-21 23:00:00+00:00
rec14GQNq0PMt2FZx,,Our Patch - Windhill Seniors Group,,2025-06-04 23:00:00+00:00
recltBEl0iIOmx2KO,,Our Patch - Windhill Seniors Group,,2025-06-25 23:00:00+00:00
recaT4R3M4bWV0pPG,,Our Patch - Windhill Seniors Group,,2025-08-21 09:30:00+00:00
rec88bOgqBiF4MtuM,,Our Patch - Windhill Seniors Group,,2025-09-11 10:30:00+00:00
recYbDcPrr5pyKipZ,,Our Patch - Windhill Seniors Group,,2025-09-25 10:30:00+00:00
recyJRIH5kgTbz1ca,,Bradford Literature Festival @ Loading Bay,,2025-06-28 11:30:00+00:00
recrNVcv6UOD4Fwmy,,Bradford Literature Festival @ Loading Bay,,2025-06-29 18:00:00+00:00
recfFPl7U2mpagnVH,,Bradford Literature Festival @ Loading Bay,,2025-06-30 18:00:00+00:00
recse5vbvWjNT0HSU,,Bradford Literature Festival @ Loading Bay,,2025-07-01 17:30:00+00:00
recAG6i5fLLhAgHYk,,Otherhood by Old Bird (Deborah Pakkar-Hull and Emma Adams),,2025-09-18 08:00:00+00:00
recNLl3mRYjDp62bX,,Otherhood by Old Bird (Deborah Pakkar-Hull and Emma Adams),,2025-10-08 18:30:00+00:00
recPQnou1ahFZKrfq,,Film Culture in Bradford and Keighley: Friends of Bradford Art Galleries and Museums,,2025-07-17 13:00:00+00:00
recqOCa8Pb0o3dWE2,,Bradford Selection,,2025-06-26 18:30:00+00:00
recrVTzAyVhOoaQmF,,PLAY: Intergenerational Play,,2025-01-29 13:45:00+00:00
recaquAxmh4pm1CHB,,PLAY: Intergenerational Play,,2025-02-05 13:30:00+00:00
recupC4meGPxr8uYX,,PLAY: Intergenerational Play,,2025-02-05 13:30:00+00:00
recBzAkRiolIMJNmS,,PLAY: Intergenerational Play,,2025-02-07 13:30:00+00:00
recJjKTN43qcHTFs8,,PLAY: Intergenerational Play,,2025-02-11 13:30:00+00:00
